Mean,SD,Skew,Mean_Sim,SD_Sim,Skew_Sim,Median_RI_Score
-4,0.5,5,-4,0.468198697325325,4.80805105753858,0.378704931141294
-3,0.5,5,-3,0.496214633037287,5.14164402709553,0.56890992912654
-2,0.5,5,-2,0.512476126710117,5.30484497546552,0.766326982993819
-1,0.5,5,-1,0.478746982094792,4.82971460409939,0.924986232750327
0,0.5,5,0.198284128676243,0.491209518499111,5.05390251014526,0.999993923851114
1,0.5,5,1,0.500668252923811,4.98984809405264,0.964172721369307
2,0.5,5,2,0.471509421006382,4.53678605439016,0.832376278149368
3,0.5,5,3,0.485791966188788,4.98311673333075,0.643914624689725
4,0.5,5,4,0.498362362388505,4.51329797315653,0.44695638807567
5,0.5,5,5,0.497725005845067,5.24172407856373,0.276326699126001
-5,1,5,-5,1.04040798957295,5.69124382022399,0.200324096403877
-4,1,5,-4,0.986004316835294,4.90521929112921,0.344087610158333
-3,1,5,-3,1.05973414979335,5.61008333377175,0.527533237724148
-2,1,5,-2,0.995766784109966,5.06093211145169,0.72945165671875
-1,1,5,-1,0.996253795564209,4.819382380595,0.899338529366994
0,1,5,0.401261154589571,0.999939898783045,5.0582983746886,0.999969623955711
1,1,5,1,0.944723522740088,4.65250204432047,0.977880918124459
2,1,5,2,0.955472715005108,5.17657850739478,0.861842785146575
3,1,5,3,1.04828757235125,5.23078199611647,0.684274173088406
4,1,5,4,0.983928292552188,4.48470226842037,0.482481587674375
5,1,5,5,0.971326451836692,4.68718530785425,0.304490376939224
-5,2,5,-5,1.97403223741391,4.63807294337151,0.158426022789583
-4,2,5,-4,1.94111833308641,4.77196798805568,0.287048257189107
-3,2,5,-3,2.02077794794865,5.09859383937496,0.455636752824261
-2,2,5,-2,1.98513215082072,5.08835842780109,0.651072403956851
-1,2,5,-1,1.9373058156377,4.26041410334728,0.836334002112423
0,2,5,4.80540086889025e-18,1.91803141878207,4.54910736420809,0.966231069358426
1,2,5,0.793628612361091,1.96966715546043,5.08293665603006,0.999900168755659
2,2,5,2,2.09163353824877,5.47179285106533,0.918421012036991
3,2,5,3,1.95308363656024,5.09018649437848,0.752114986283229
4,2,5,4,1.92931252986391,5.04459590300435,0.554131838077404
5,2,5,5,1.96872613012813,5.15179273810772,0.364778507433787
-5,3,5,-5,2.93826817732255,4.49056053472701,0.1216409068632
-4,3,5,-4,3.10532645138769,5.36487568887645,0.22496606431215
-3,3,5,-3,3.01822603300802,4.8363004801146,0.379500010466523
-2,3,5,-2,3.10829635740886,5.00582790406564,0.564493120577827
-1,3,5,-1,3.01684282117867,4.57138789720641,0.760922303314043
0,3,5,9.34142520281345e-17,3.07017527209382,5.06663051937658,0.92013499615774
1,3,5,1.21533756316162,3.04969764389627,4.91067855958835,0.999786676616352
2,3,5,2,2.93263305267665,5.10666552011753,0.955454327821383
3,3,5,3,3.11848447030975,5.70335907490991,0.821196537627155
4,3,5,4,2.97038532152659,5.11062341794918,0.630591897912971
5,3,5,5,3.02865551789951,4.67498608662626,0.443412872804581
-5,4,5,-5,3.9681389988042,5.09422816576658,0.0935553991653587
-4,4,5,-4,3.89284489154072,4.98681186211532,0.186422643258766
-3,4,5,-3,4.11609692905823,4.99392127263786,0.309303960663637
-2,4,5,-2,3.94782767474019,5.41316622953079,0.496789140594226
-1,4,5,-1,4.04529219668479,5.16217533489677,0.69344683832869
0,4,5,3.39644328287148e-17,3.99873916608884,4.83254066603209,0.868176089600083
1,4,5,1,4.08107687681631,4.93707551647747,0.979329189547102
2,4,5,1.52402109510658,3.75147288309958,4.70474988614332,0.999584562518073
3,4,5,3,3.90105211414732,4.65374934150864,0.882872976515154
4,4,5,4,3.97016372222109,5.44707737990025,0.708540940279257
5,4,5,5,3.91492886769984,4.46732001854484,0.514165303816027
-5,5,5,-5,5.0219851856592,4.79109498694811,0.0692989410538668
-4,5,5,-4,5.00556237293178,4.82341921504212,0.136714451903779
-3,5,5,-3,5.25718715743554,5.15961474685406,0.244999645988698
-2,5,5,-2,5.03246298233014,5.34040557136597,0.415488106571765
-1,5,5,-1,4.96234788309928,4.99545219904999,0.62186885039085
0,5,5,-1.16479395573243e-16,4.96324426724458,4.72196484945415,0.803106909442273
1,5,5,1,4.87250520751973,4.91602181471903,0.954027826124325
2,5,5,2.107259634169,5.15248747624944,4.87214887291605,0.999265613761334
3,5,5,3,4.92709271490657,4.66671510948664,0.936394548397546
4,5,5,4,4.95592427033402,4.70331087096966,0.78480198804121
5,5,5,5,4.86999984640233,4.8400230607056,0.581862851529127
-5,6,5,-5,5.6586698939525,4.52199679635615,0.0531450591202289
-4,6,5,-4,6.01276105977513,4.84104566802041,0.106300651678317
-3,6,5,-3,5.89701638139785,4.91789805450566,0.205528411505786
-2,6,5,-2,6.03628696147617,5.33633476866993,0.349532704674182
-1,6,5,-1,5.98470894306507,4.44848586844921,0.526124451873942
0,6,5,1.00639353621534e-16,6.14282520334305,5.84223029836007,0.736657872837682
1,6,5,1,5.93871077313507,4.76131593521386,0.894465026473794
2,6,5,2.37887875966391,5.8150933608465,4.56264635377689,0.999094898921373
3,6,5,3,6.10944868439744,4.90781157791832,0.972525518068912
4,6,5,4,6.17765730720205,5.60982582480696,0.852404254265834
5,6,5,5,6.06448345976292,4.76651664778153,0.665268751632895
