Sample name,Compound Name,Retention Time
GCMS_FAMEs_01_GCMS02_20170216,[C18] Methyl Stearate [19.663],19.5982
GCMS_FAMEs_01_GCMS02_20170216,[C18] Methyl Stearate [19.663],19.6169666666667
GCMS_FAMEs_01_GCMS02_20170216,[C20] Methyl Eicosanoate [21.441],21.3371666666667
GCMS_FAMEs_01_GCMS02_20170216,[C20] Methyl Eicosanoate [21.441],21.3496833333333
GCMS_FAMEs_01_GCMS02_20170216,[C20] Methyl Eicosanoate [21.441],21.4435166666667
GCMS_FAMEs_01_GCMS02_20170216,[C22] Methyl Docosanoate [23.082],22.7758833333333
GCMS_FAMEs_01_GCMS02_20170216,[C22] Methyl Docosanoate [23.082],22.7884
GCMS_FAMEs_01_GCMS02_20170216,[C22] Methyl Docosanoate [23.082],22.8071666666667
GCMS_FAMEs_01_GCMS02_20170216,[C22] Methyl Docosanoate [23.082],22.8447
GCMS_FAMEs_01_GCMS02_20170216,[C22] Methyl Docosanoate [23.082],22.9698
GCMS_FAMEs_01_GCMS02_20170216,[C22] Methyl Docosanoate [23.082],22.9760666666667
GCMS_FAMEs_01_GCMS02_20170216,[C24] Methyl Linocerate [24.603],24.4648166666667
GCMS_FAMEs_01_GCMS02_20170216,[C24] Methyl Linocerate [24.603],24.4710833333333
GCMS_FAMEs_01_GCMS02_20170216,[C24] Methyl Linocerate [24.603],24.5148666666667
GCMS_FAMEs_01_GCMS02_20170216,[C26] Methyl Hexacosanoate [26.023],25.85975
